,MODEL_NM,SERIAL_NO,SENSING_TIME,REGION,AUTONOMOUS_DISTRICT,ADMINISTRATIVE_DISTRICT,VISITOR_COUNT,REG_DTTM
868,SDOT001,00000004022,2023-08-10_22:13:00,main_street,Eunpyeong-gu,Daejo-dong,50,2023-08-10 22:28:01
869,SDOT001,00000003029,2023-08-10_22:20:00,public_facilities,Geumcheon-gu,Siheung2-dong,130,2023-08-10 22:28:01
870,SDOT001,00000004064,2023-08-10_22:17:00,parks,Seoul_Grand_Park,skylift,0,2023-08-10 22:28:01
871,SDOT001,00000004062,2023-08-10_22:15:00,parks,Seoul_Grand_Park,meeting_bridge1,0,2023-08-10 22:28:01
872,SDOT001,00000004060,2023-08-10_22:11:00,parks,Seoul_Grand_Park,women_parking1,0,2023-08-10 22:28:01
873,SDOT001,00000004061,2023-08-10_22:15:00,parks,Seoul_Grand_Park,women_parking2,0,2023-08-10 22:28:01
874,SDOT001,00000004063,2023-08-10_22:17:00,parks,Seoul_Grand_Park,valet_parking2,0,2023-08-10 22:28:01
875,SDOT001,00000004065,2023-08-10_22:11:00,parks,Seoul_Grand_Park,trail,0,2023-08-10 22:28:01
876,SDOT001,00000004029,2023-08-10_22:16:00,traditional_markets,Gangbuk-gu,Suyu3-dong,12,2023-08-10 22:28:00
877,SDOT001,00000003040,2023-08-10_22:20:00,traditional_markets,Gangbuk-gu,Suyu1-dong,133,2023-08-10 22:28:00
878,SDOT001,00000004014,2023-08-10_22:16:00,main_street,Jung-gu,Sindang-dong,16,2023-08-10 22:28:00
879,SDOT001,00000004015,2023-08-10_22:10:00,main_street,Jung-gu,Gwanghui-dong,319,2023-08-10 22:28:00
880,SDOT001,00000003027,2023-08-10_22:20:00,traditional_markets,Gangbuk-gu,Mia-dong,130,2023-08-10 22:28:00
881,SDOT001,00000004030,2023-08-10_22:17:00,parks,Gangbuk-gu,Beon3-dong,1,2023-08-10 22:28:00
882,SDOT001,00000004018,2023-08-10_22:15:00,main_street,Jung-gu,Myeong-dong,101,2023-08-10 22:28:00
883,SDOT001,00000004036,2023-08-10_22:10:00,main_street,Yangcheon-gu,Sinjeong4-dong,35,2023-08-10 22:28:00
884,SDOT001,00000004016,2023-08-10_22:15:00,main_street,Jung-gu,Myeong-dong,177,2023-08-10 22:28:00
885,SDOT001,00000004019,2023-08-10_22:10:00,main_street,Jung-gu,Hoehyeon-dong,12,2023-08-10 22:28:00
886,SDOT001,00000004053,2023-08-10_22:10:00,residential_area,Gwangjin-gu,Gwangjang-dong,5,2023-08-10 22:28:00
887,SDOT001,00000004017,2023-08-10_22:10:00,main_street,Jung-gu,Buam-dong,7,2023-08-10 22:28:00
888,SDOT001,00000003018,2023-08-10_22:19:00,traditional_markets,Jungnang-gu,Muk2-dong,82,2023-08-10 22:28:00
889,SDOT001,00000003023,2023-08-10_22:20:00,traditional_markets,Jungnang-gu,Junghwa2-dong,128,2023-08-10 22:28:00
890,SDOT001,00000003021,2023-08-10_22:09:00,traditional_markets,Dongjak-gu,Sang-do1-dong,155,2023-08-10 22:18:06
891,SDOT001,00000003039,2023-08-10_22:09:00,traditional_markets,Dongjak-gu,Sadang2-dong,178,2023-08-10 22:18:06
892,SDOT001,00000004009,2023-08-10_22:06:00,main_street,Gangnam-gu,Daechi4-dong,165,2023-08-10 22:18:06
893,SDOT001,00000004010,2023-08-10_22:05:00,main_street,Gangnam-gu,Yeoksam1-dong,126,2023-08-10 22:18:06
894,SDOT001,00000004001,2023-08-10_22:00:00,main_street,Seocho-gu,Seocho3-dong,25,2023-08-10 22:18:06
895,SDOT001,00000004046,2023-08-10_22:00:00,main_street,Gangnam-gu,Sinsa-dong,27,2023-08-10 22:18:06
896,SDOT001,00000003033,2023-08-10_22:09:00,traditional_markets,Dongjak-gu,Sadang2-dong,175,2023-08-10 22:18:06
897,SDOT001,00000003005,2023-08-10_22:09:00,traditional_markets,Gangnam-gu,Yeoksam2-dong,282,2023-08-10 22:18:06
898,SDOT001,00000002994,2023-08-10_22:09:00,traditional_markets,Dongjak-gu,Sang-do1-dong,228,2023-08-10 22:18:06
899,SDOT001,00000004004,2023-08-10_22:06:00,main_street,Seocho-gu,Banpo3-dong,39,2023-08-10 22:18:06
900,SDOT001,00000003011,2023-08-10_22:09:00,traditional_markets,Gangnam-gu,Gaepo2-dong,305,2023-08-10 22:18:05
901,SDOT001,00000004005,2023-08-10_22:02:00,main_street,Seocho-gu,Yangjae1-dong,36,2023-08-10 22:18:05
902,SDOT001,00000004002,2023-08-10_22:06:00,main_street,Seocho-gu,Seocho4-dong,100,2023-08-10 22:18:05
903,SDOT001,00000004049,2023-08-10_22:02:00,traditional_markets,Seodaemun-gu,Hongje3-dong,17,2023-08-10 22:18:05
904,SDOT001,00000004050,2023-08-10_22:06:00,public_facilities,Seodaemun-gu,Cheonyeon-dong,0,2023-08-10 22:18:05
905,SDOT001,00000004031,2023-08-10_22:00:00,traditional_markets,Seodaemun-gu,Hongje3-dong,7,2023-08-10 22:18:05
906,SDOT001,00000003008,2023-08-10_22:09:00,traditional_markets,Yangcheon-gu,Mok3-dong,199,2023-08-10 22:18:05
907,SDOT001,00000003003,2023-08-10_22:09:00,traditional_markets,Yangcheon-gu,Sinwol1-dong,229,2023-08-10 22:18:05
908,SDOT001,00000003016,2023-08-10_22:09:00,traditional_markets,Yangcheon-gu,Sinwol1-dong,184,2023-08-10 22:18:05
909,SDOT001,00000002992,2023-08-10_22:09:00,traditional_markets,Yangcheon-gu,Sinwol1-dong,161,2023-08-10 22:18:05
910,SDOT001,00000003002,2023-08-10_22:09:00,traditional_markets,Mapo-gu,Mangwon-dong1,139,2023-08-10 22:18:05
911,SDOT001,00000003038,2023-08-10_22:09:00,traditional_markets,Mapo-gu,Seogyo-dong,161,2023-08-10 22:18:05
912,SDOT001,00000004032,2023-08-10_22:04:00,main_street,Mapo-gu,Mangwon-dong1,18,2023-08-10 22:18:05
913,SDOT001,00000004034,2023-08-10_22:05:00,parks,Songpa-gu,Jamsil6-dong,0,2023-08-10 22:18:05
914,SDOT001,00000003035,2023-08-10_22:09:00,traditional_markets,Songpa-gu,Jamsilbon-dong,213,2023-08-10 22:18:05
915,SDOT001,00000004042,2023-08-10_22:07:00,main_street,Seongdong-gu,Seongsu1ga2-dong,8,2023-08-10 22:18:05
916,SDOT001,00000004045,2023-08-10_22:02:00,parks,Seoul_Grand_Park,valet_parking1,0,2023-08-10 22:18:05
917,SDOT001,00000004043,2023-08-10_22:00:00,parks,Seongdong-gu,Seongsu1ga1-dong,5,2023-08-10 22:18:05
918,SDOT001,00000003026,2023-08-10_22:09:00,traditional_markets,Guro-gu,Gu-ro4-dong,137,2023-08-10 22:18:05
919,SDOT001,00000002995,2023-08-10_22:09:00,traditional_markets,Gwangjin-gu,Junggok1-dong,171,2023-08-10 22:18:05
920,SDOT001,00000004033,2023-08-10_22:00:00,main_street,Gangdong-gu,Cheonho1-dong,14,2023-08-10 22:18:05
921,SDOT001,00000003017,2023-08-10_22:09:00,traditional_markets,Guro-gu,Gu-ro4-dong,122,2023-08-10 22:18:05
922,SDOT001,00000003041,2023-08-10_22:09:00,traditional_markets,Guro-gu,Gu-ro4-dong,196,2023-08-10 22:18:04
923,SDOT001,00000004013,2023-08-10_22:06:00,main_street,Gangnam-gu,Apgujeong-dong,25,2023-08-10 22:18:04
924,SDOT001,00000004006,2023-08-10_22:00:00,parks,Gangdong-gu,Amsa3-dong,10,2023-08-10 22:18:04
925,SDOT001,00000003010,2023-08-10_22:09:00,traditional_markets,Dobong-gu,Chang2-dong,131,2023-08-10 22:18:04
926,SDOT001,00000003013,2023-08-10_22:09:00,traditional_markets,Dobong-gu,Chang2-dong,113,2023-08-10 22:18:04
927,SDOT001,00000003001,2023-08-10_22:09:00,traditional_markets,Nowon-gu,Gongneung1-dong,155,2023-08-10 22:18:04
928,SDOT001,00000003028,2023-08-10_22:09:00,traditional_markets,Nowon-gu,Sanggye2-dong,167,2023-08-10 22:18:04
929,SDOT001,00000004026,2023-08-10_22:02:00,main_street,Gangseo-gu,Gayang-dong1,27,2023-08-10 22:18:04
930,SDOT001,00000003007,2023-08-10_22:09:00,traditional_markets,Nowon-gu,Gongneung1-dong,213,2023-08-10 22:18:04
931,SDOT001,00000003019,2023-08-10_22:09:00,traditional_markets,Dobong-gu,Chang3-dong,139,2023-08-10 22:18:04
932,SDOT001,00000003015,2023-08-10_22:09:00,traditional_markets,Dobong-gu,Chang3-dong,126,2023-08-10 22:18:04
933,SDOT001,00000002993,2023-08-10_22:09:00,traditional_markets,Dobong-gu,Chang2-dong,148,2023-08-10 22:18:04
934,SDOT001,00000004024,2023-08-10_22:05:00,traditional_markets,Gangseo-gu,Banghwa1-dong,11,2023-08-10 22:18:04
935,SDOT001,00000003022,2023-08-10_22:09:00,traditional_markets,Gwanak-gu,Sinwon-dong,167,2023-08-10 22:18:04
936,SDOT001,00000004007,2023-08-10_22:07:00,main_street,Gangdong-gu,Seongnae1-dong,5,2023-08-10 22:18:04
937,SDOT001,00000003032,2023-08-10_22:09:00,traditional_markets,Gangseo-gu,Hwagok-dong1,179,2023-08-10 22:18:04
938,SDOT001,00000004027,2023-08-10_22:00:00,main_street,Gangseo-gu,Deungchon-dong1,50,2023-08-10 22:18:04
939,SDOT001,00000004028,2023-08-10_22:06:00,main_street,Dobong-gu,Chang1-dong,0,2023-08-10 22:18:04
940,SDOT001,00000004023,2023-08-10_22:00:00,main_street,Gangseo-gu,Banghwa3-dong,4,2023-08-10 22:18:03
941,SDOT001,00000003034,2023-08-10_22:09:00,traditional_markets,Gwanak-gu,Sinwon-dong,39,2023-08-10 22:18:03
942,SDOT001,00000004051,2023-08-10_22:01:00,commercial_area,Gangdong-gu,Buam-dong,28,2023-08-10 22:18:03
943,SDOT001,00000003029,2023-08-10_22:09:00,public_facilities,Geumcheon-gu,Siheung2-dong,159,2023-08-10 22:18:02
944,SDOT001,00000003009,2023-08-10_22:09:00,traditional_markets,Guro-gu,Gocheok2-dong,157,2023-08-10 22:18:02
945,SDOT001,00000003000,2023-08-10_22:09:00,traditional_markets,Guro-gu,Gocheok2-dong,150,2023-08-10 22:18:02
946,SDOT001,00000003037,2023-08-10_22:09:00,public_facilities,Geumcheon-gu,Doksan4-dong,106,2023-08-10 22:18:02
947,SDOT001,00000002999,2023-08-10_22:09:00,public_facilities,Geumcheon-gu,Doksan4-dong,149,2023-08-10 22:18:02
948,SDOT001,00000004041,2023-08-10_22:00:00,main_street,Jongno-gu,Ihwa-dong,4,2023-08-10 22:18:02
949,SDOT001,00000004039,2023-08-10_22:01:00,main_street,Jongno-gu,Samcheong-dong,0,2023-08-10 22:18:02
950,SDOT001,00000003030,2023-08-10_22:09:00,public_facilities,Geumcheon-gu,Gasan-dong,106,2023-08-10 22:18:02
951,SDOT001,00000002996,2023-08-10_22:09:00,traditional_markets,Gangdong-gu,Amsa1-dong,201,2023-08-10 22:18:02
952,SDOT001,00000004040,2023-08-10_22:07:00,main_street,Jongno-gu,Ihwa-dong,8,2023-08-10 22:18:02
953,SDOT001,00000004037,2023-08-10_22:05:00,main_street,Jongno-gu,Gahoe-dong,5,2023-08-10 22:18:02
954,SDOT001,00000003012,2023-08-10_22:09:00,public_facilities,Jongno-gu,Sajik-dong,132,2023-08-10 22:18:02
955,SDOT001,00000004021,2023-08-10_22:06:00,parks,Eunpyeong-gu,Nokbeon-dong,2,2023-08-10 22:18:02
956,SDOT001,00000004047,2023-08-10_22:06:00,traditional_markets,Gwangjin-gu,Hwayang-dong,123,2023-08-10 22:18:02
957,SDOT001,00000004038,2023-08-10_22:00:00,main_street,Jongno-gu,Gahoe-dong,1,2023-08-10 22:18:02
958,SDOT001,00000004035,2023-08-10_22:05:00,main_street,Gwanak-gu,Nakseongdae-dong,72,2023-08-10 22:18:02
959,SDOT001,00000004022,2023-08-10_22:03:00,main_street,Eunpyeong-gu,Daejo-dong,45,2023-08-10 22:18:02
960,SDOT001,00000004020,2023-08-10_22:06:00,main_street,Yongsan-gu,Itaewon2-dong,0,2023-08-10 22:18:02
961,SDOT001,00000003025,2023-08-10_22:09:00,traditional_markets,Gangdong-gu,Amsa1-dong,176,2023-08-10 22:18:02
962,SDOT001,00000004048,2023-08-10_22:04:00,main_street,Gwangjin-gu,Guui1-dong,57,2023-08-10 22:18:02
963,SDOT001,00000004065,2023-08-10_22:01:00,parks,Seoul_Grand_Park,trail,0,2023-08-10 22:18:02
964,SDOT001,00000004063,2023-08-10_22:07:00,parks,Seoul_Grand_Park,valet_parking2,0,2023-08-10 22:18:02
965,SDOT001,00000004061,2023-08-10_22:05:00,parks,Seoul_Grand_Park,women_parking2,0,2023-08-10 22:18:01
966,SDOT001,00000004064,2023-08-10_22:07:00,parks,Seoul_Grand_Park,skylift,0,2023-08-10 22:18:01
967,SDOT001,00000004062,2023-08-10_22:05:00,parks,Seoul_Grand_Park,meeting_bridge1,0,2023-08-10 22:18:01
968,SDOT001,00000004060,2023-08-10_22:01:00,parks,Seoul_Grand_Park,women_parking1,0,2023-08-10 22:18:01
969,SDOT001,00000004019,2023-08-10_22:00:00,main_street,Jung-gu,Hoehyeon-dong,11,2023-08-10 22:18:01
970,SDOT001,00000004016,2023-08-10_22:05:00,main_street,Jung-gu,Myeong-dong,165,2023-08-10 22:18:01
971,SDOT001,00000004030,2023-08-10_22:07:00,parks,Gangbuk-gu,Beon3-dong,0,2023-08-10 22:18:01
972,SDOT001,00000004018,2023-08-10_22:05:00,main_street,Jung-gu,Myeong-dong,65,2023-08-10 22:18:01
973,SDOT001,00000004036,2023-08-10_22:00:00,main_street,Yangcheon-gu,Sinjeong4-dong,30,2023-08-10 22:18:01
974,SDOT001,00000003018,2023-08-10_22:09:00,traditional_markets,Jungnang-gu,Muk2-dong,102,2023-08-10 22:18:00
975,SDOT001,00000004014,2023-08-10_22:06:00,main_street,Jung-gu,Sindang-dong,24,2023-08-10 22:18:00
976,SDOT001,00000004017,2023-08-10_22:00:00,main_street,Jung-gu,Buam-dong,16,2023-08-10 22:18:00
977,SDOT001,00000004015,2023-08-10_22:00:00,main_street,Jung-gu,Gwanghui-dong,445,2023-08-10 22:18:00
978,SDOT001,00000003040,2023-08-10_22:09:00,traditional_markets,Gangbuk-gu,Suyu1-dong,164,2023-08-10 22:18:00
979,SDOT001,00000004029,2023-08-10_22:07:00,traditional_markets,Gangbuk-gu,Suyu3-dong,17,2023-08-10 22:18:00
980,SDOT001,00000003027,2023-08-10_22:09:00,traditional_markets,Gangbuk-gu,Mia-dong,205,2023-08-10 22:18:00
981,SDOT001,00000004053,2023-08-10_22:00:00,residential_area,Gwangjin-gu,Gwangjang-dong,7,2023-08-10 22:18:00
982,SDOT001,00000003023,2023-08-10_22:09:00,traditional_markets,Jungnang-gu,Junghwa2-dong,163,2023-08-10 22:18:00
983,SDOT001,00000004009,2023-08-10_21:56:00,main_street,Gangnam-gu,Daechi4-dong,128,2023-08-10 22:08:10
984,SDOT001,00000002994,2023-08-10_21:58:00,traditional_markets,Dongjak-gu,Sang-do1-dong,240,2023-08-10 22:08:10
985,SDOT001,00000003021,2023-08-10_21:58:00,traditional_markets,Dongjak-gu,Sang-do1-dong,163,2023-08-10 22:08:10
986,SDOT001,00000003039,2023-08-10_21:58:00,traditional_markets,Dongjak-gu,Sadang2-dong,190,2023-08-10 22:08:10
987,SDOT001,00000003020,2023-08-10_21:58:00,traditional_markets,Gangnam-gu,Nonhyeon1-dong,417,2023-08-10 22:08:10
988,SDOT001,00000003033,2023-08-10_21:58:00,traditional_markets,Dongjak-gu,Sadang2-dong,183,2023-08-10 22:08:10
989,SDOT001,00000003011,2023-08-10_21:58:00,traditional_markets,Gangnam-gu,Gaepo2-dong,360,2023-08-10 22:08:10
990,SDOT001,00000004010,2023-08-10_21:55:00,main_street,Gangnam-gu,Yeoksam1-dong,127,2023-08-10 22:08:10
991,SDOT001,00000004005,2023-08-10_21:52:00,main_street,Seocho-gu,Yangjae1-dong,39,2023-08-10 22:08:10
992,SDOT001,00000004002,2023-08-10_21:56:00,main_street,Seocho-gu,Seocho4-dong,44,2023-08-10 22:08:10
993,SDOT001,00000004001,2023-08-10_21:50:00,main_street,Seocho-gu,Seocho3-dong,38,2023-08-10 22:08:10
994,SDOT001,00000003005,2023-08-10_21:58:00,traditional_markets,Gangnam-gu,Yeoksam2-dong,295,2023-08-10 22:08:10
995,SDOT001,00000004046,2023-08-10_21:50:00,main_street,Gangnam-gu,Sinsa-dong,24,2023-08-10 22:08:10
996,SDOT001,00000004004,2023-08-10_21:56:00,main_street,Seocho-gu,Banpo3-dong,37,2023-08-10 22:08:10
997,SDOT001,00000003016,2023-08-10_21:58:00,traditional_markets,Yangcheon-gu,Sinwol1-dong,174,2023-08-10 22:08:08
998,SDOT001,00000003002,2023-08-10_21:58:00,traditional_markets,Mapo-gu,Mangwon-dong1,171,2023-08-10 22:08:07
999,SDOT001,00000004031,2023-08-10_21:50:00,traditional_markets,Seodaemun-gu,Hongje3-dong,10,2023-08-10 22:08:07
